"entidad","municipio","clave_1","clave_2","razon_social","ubicacion","colonia","cp","telefono","correo","inicio_operaciones","magna","premium","diesel","latitude","longitude"
"MEXICO","ECATEPEC DE MORELOS","E06049",110101,"SERVICIO MI MOSA, SA DE CV","AV. JARDINES DE MORELOS S/N LOTE 7 MZ-648-D","Jardines de Morelos","55070","58540401 / 19413691","pjons@hotmail.com","21-Jun-01","S","S","N",19.6029246,-98.9911196
"MEXICO","ECATEPEC DE MORELOS","E06108",110196,"SERVICIO OXNARD, SA DE CV","AV. EJERCITO DEL TRABAJO MZ. 49  S/N","VILLA DE GUADALUPE XALOSTOC","55339","58-30-28-66","yepez404@hotmail.com","12-Jul-01","S","S","N",20.6560467,-101.36311
"MEXICO","ECATEPEC DE MORELOS","E06215",110335,"ANTIGUA R-1,  S.A. DE C.V.","AV. ADOLFO LOPEZ MATEOS LOTE 127","EJIDO SANTA MARIA TULPETLAC","55400","26195990/26195991","ggal07@hotmail.com rolyboullosa@hotmail.com","12-Dec-01","S","S","S",19.564401,-99.0488165
"MEXICO","ECATEPEC DE MORELOS","E06267",110387,"SERVICIO GOMASA, SA DE CV","BOULEVARD EMILIANO ZAPATA NO. 45-H","San Pedro Xalostoc","55310","56996078","ramiromaza@prodigy.net.mx","30-Nov-01","S","S","S",19.5190945,-99.1034392
"MEXICO","ECATEPEC DE MORELOS","E06437",110557,"SERVICIO LA MONTANESA, S.A. DE C.V.","AV. ALFREDO DEL MAZO NO. 71","Villa de Guadalupe Xalostoc","55339","56995694","ramiromaza@prodigy.net.mx","10-May-02","S","S","S",20.6560467,-101.36311
"MEXICO","ECATEPEC DE MORELOS","E06576",110696,"DESECHOS BIOLOGICOS E INDUSTRIALES, S.A. DE C.V.","Av. Central No. 225","EX RANCHO JAJALPA","55000","5339-5324, 5339-5324","aramirez@debisa.com.mx","20-Aug-02","S","S","S",19.6023109,-99.0503089
"MEXICO","ECATEPEC DE MORELOS","E06585",110705,"ALTAVILLA, S.A. DE C.V.","Camino de Recursos Hidraulicos Lote 26 S/N","Ejidos de San Cristobal","55024","26-22-85-39","saltvrh@lasuto.com","27-Aug-02","S","S","S",19.6171869,-99.0543447
"MEXICO","ECATEPEC DE MORELOS","E06805",110925,"GASOMER.S.A.DE C.V.","AV. REVOLUCION S/N","SAN CRISTOBAL ","54879","53718549","fgonzalez@rcalifornia.com.mx","20-Mar-03","S","S","N",20.4607889,-100.6344505
"MEXICO","ECATEPEC DE MORELOS","E07045",111165,"SERVICIO ECOLOGICO RIO DE LOS REMEDIOS S.A.DE C.V.","AV. RIO DE LOS REMEDIOS MZ. 84 LT. 44","GRANJAS VALLE DE GUADALUPE","55270","58303310","servicio7045@yahoo.com.mx","30-Jul-03","S","S","N",19.5107875,-99.0598732
"MEXICO","ECATEPEC DE MORELOS","E07134",111254,"INMUEBLES VENTA DE CARPIO, S.A. DE C.V.","ALFREDO ZARATE ALBARRAN NO. 221","Granjas Valle de Guadalupe","55270","1040-3239","","9-Sep-03","S","S","N",19.5039129,-99.0499692
"MEXICO","ECATEPEC DE MORELOS","E07769",111889,"SERVICIO LOS ANDES, S.A. DE C.V.","AV. RUIZ CORTINEZ ESQ. 1RO DE MAYO S/N","BOSQUES DE ECATEPEC","55050","59-58-06-59","es7769@corpogas.com.mx, gerardo@corpogas.com.mx, f","10-Sep-04","S","S","S",19.5990996,-99.0292981
"MEXICO","ECATEPEC DE MORELOS","E07779",111899,"SERVICIO LLANO DE MORELOS, S.A. DE C.V.","Av. Central O Hank Gonzalez S/N","Santa Cruz Venta de Carpio","55060","0155-5369-2756","xisnai@hotmail.com","26-Jan-05","S","S","N",19.5841093,-99.0232536
"MEXICO","ECATEPEC DE MORELOS","E08217",112337,"GASOLINERIA Y SERVICIOS CENTRAL III S.A. DE C.V.","AV. CENTRAL S/N LOTE 1 MANZANA 19","PROGRESO DE LA UNION","55117","22330929 y 57741733","gascentral3@hotmail.com","24-Oct-05","S","S","S",19.6023109,-99.0503089
"MEXICO","ECATEPEC DE MORELOS","E08334",112454,"SERVICIO JACARANDAS S.A. DE C.V.","CARRETERA TEXCOCO-LECHERIA S/N.","SANTA MARIA CHICONAUTLA","55066","5596271212","es8334@corpogas.com.mx, gerardo@corpogas.com.mx","22-Mar-06","S","S","S",19.6302141,-99.0004613
"MEXICO","ECATEPEC DE MORELOS","E08587",112707,"ESTACION BOSQUE REAL, S.A. DE C.V.","AV. JARDINES DE MORELOS NO. 466","JARDINES DE MORELOS","55075","58374661   58374798","es8587@corpogas.com.mx, gerardo@corpogas.com.mx","13-Sep-06","S","S","N",19.5991642,-98.9988366
"MEXICO","ECATEPEC DE MORELOS","E08632",112752,"ESTACION DE SERVICIO ANDALUCIA, S.A. DE C.V.","BOULEVARD INSURGENTES NO. 2","SAN CRISTOBAL CENTRO","55108","57708731 51164801","es8632@corpogas.com.mx, gerardo@corpogas.com.mx, f","13-Sep-06","S","S","S",19.8898341,-100.4533555
"MEXICO","ECATEPEC DE MORELOS","E08940",113060,"GASOLINERIA REAL MADEIRA, S.A. DE C.V.","AV. CENTRAL LOTE 1 MANZANA A","JARDINES DE MORELOS","55070","5838 7439","es8940@corpogas.com.mx,gerardo@corpogas.com.mx,fel","28-May-07","S","S","S",19.6023109,-99.0503089
"MEXICO","ECATEPEC DE MORELOS","E08975",113095,"SERVICIO VALLE SA DE CV","AV. CENTRAL ESQUINA FRANCISCO MARQUEZ S/N","JUAN DE LA BARRERA","55119","1562-1534","luis.lopeza@hotmail.com","25-Jul-07","S","S","N",19.5727027,-99.0229082
"MEXICO","ECATEPEC DE MORELOS","E08993",113113,"SERVICIO EL RESCAQO, S.A. DE C.V.","VIA MORELOS NO. 484","Urbana Ixhuatepec","55349","15596203","ramiromaza@prodigy.net.mx","13-Jul-07","S","S","S",19.5455474,-99.0668996
"MEXICO","ECATEPEC DE MORELOS","E09314",113434,"GRUPO EFICIENTE S.A. DE C.V.","AV. CENTRAL NO. 19","Santa Cruz Venta de Carpio","55060","55-68-12-48","alexmangino1@hotmail.com","8-Jun-09","S","S","S",19.6269115,-99.013206
"MEXICO","ECATEPEC DE MORELOS","E09409",113529,"INMOBILIARIA SUGARSU, S.A. DE C.V.","CARRETERA  LIBRE MEXICO-PACHUCA KM. 29.5","Ciudad Cuauhtemoc","55067","15-50-86-35","ccuauhtemoc@lasuto.com","17-Jul-08","S","S","N",19.6382082,-98.9880319
"MEXICO","ECATEPEC DE MORELOS","E09456",113576,"GALLAECIA GAS, S.A. DE C.V.","Carretera Lecheria Texcoco No. 50","San Isidro Atlautenco","55064","13136090","gallaeciagas@hotmail.com","19-Jan-09","S","S","S",19.6191114,-98.9866509
"MEXICO","ECATEPEC DE MORELOS","E09489",113609,"GASOLINERIA REAL MADEIRA, S.A. DE C.V.","AV. CENTRAL S/N MANZANA 136 LOTE 34","JARDINES DE MORELOS","55070","55112186","es9489@corpogas.com.mx, gerardo@corpogas.com.mx,fe","15-Aug-08","S","S","S",19.6023109,-99.0503089
"MEXICO","ECATEPEC DE MORELOS","E09533",113653,"ESTACION DE SERVICIO RANCHO VERDE, S.A. DE C.V.","AV. VIA MORELOS S/N","SANTA MARIA TULPETLAC","55400","55-55112186","es9533@corpogas.com.mx, gerardo@corpogas.com.mx, f","3-Sep-08","S","S","S",19.53168,-99.0709804
"MEXICO","ECATEPEC DE MORELOS","E09704",113824,"ESTACION DE SERVICIO VENTA DE CARPIO,S.A. DE C.V","CARRETERA MEXICO-TEPEXPAN","SANTA MARIA CHICONAUTLA","55066","58391125","es9704@corpogas.com.mx, gerardo@corpogas.com.mx, f","22-Apr-09","S","S","S",19.611609,-98.9508651
"MEXICO","ECATEPEC DE MORELOS","E09789",113909,"SERVICIO SPOOKS STAR MAN, S.A. DE C.V.","AV. JARDINES DE MORELOS MZ.633 LT. 8 LT. 9 LT. 10","JARDINES DE MORELOS","55070","58463181","faargrupo@hotmail.com","14-Aug-09","S","S","N",19.6029246,-98.9911196
"MEXICO","ECATEPEC DE MORELOS","E10084",114204,"SERVICIO VALDORI, S.A. DE C.V.","AV. CENTRAL NO. 15","VALLE DE ARAGON 3RA. SECCION","55280","56038306","grupoggr@prodigy.net.mx","17-Dec-09","S","S","S",19.5238693,-99.0796903
"MEXICO","ECATEPEC DE MORELOS","E10215",114335,"SERVICIOS ENERGETICOS HERGOM, S.A. DE C.V.","CARRETERA MEXICO-TEPEXPAN PARCELA 441, Z-1, P1/1,","Ejido Santo Tomas Chiconautla","55068","29746191","ramiromaza@prodigy.net.mx","20-Jan-10","S","S","S",19.6147393,-98.9416623
"MEXICO","ECATEPEC DE MORELOS","E10332",114452,"ESTACION DE SERVICIO MARBELLA, S.A. DE C.V.","CAMINO A SAN ANDRES NO. 21 LOTE 02","HANK GONZALEZ","55520","15595544","es10332@corpogas.com.mx,gerardo@corpogas.com.mx,fe","25-Jun-10","S","S","S",19.5527626,-99.0750788
"MEXICO","ECATEPEC DE MORELOS","E10901",115021,"GASOLINERIA SEGOVIA, S.A. DE C.V.","AV. DE LAS BOMBAS S/N","SAN ISIDRO ATLAUTENCO","55064","59588116","es10901@corpogas.com.mx, gerardo@corpogas.com.mx,","20-Dec-11","S","S","S",19.6191114,-98.9866509
"MEXICO","ECATEPEC DE MORELOS","E11336",115456,"SERVICIO CENTRAL ECATEPEC, S.A. DE C.V.","PROLONGACION AV. JOSE LOPEZ PORTILLO S/N","SANTA CRUZ VENTA DE CARPIO","55065","52512244","infopemex@estacionesruta.com","31-May-12","S","S","S",19.6182817,-99.0032236
"MEXICO","ECATEPEC DE MORELOS","J01218",1400315,"FABRICA DE JABON LA CORONA, SA DE CV","CARLOS B. ZETINA NO. 500","FRACCIONAMIENTO INDUSTRIAL XALOSTOC","55348","5-7474545","martha_m@fjcorona.com.mx","17-Jan-01","N","N","S",19.5171139,-99.0806088
"MEXICO","EL ORO","E00938",106647,"ALFREDO SALAZAR LOPEZ","KM. 28 CARRT. ATLACOMULCO-EL ORO",".","50600","","","16-May-94","S","S","S",19.802839,-100.138199
"MEXICO","HUEHUETOCA","E00244",107747,"IGNACIO ORTEGA GIL","AV. JUAREZ NO. 12 ESQ. PROF. CARLOS HANK GONZALEZ","","10000","","","26-Nov-96","S","N","S",19.3411792,-99.0073384
"MEXICO","HUEHUETOCA","E04485",107778,"CORPORACION GASOLINERA MILLENIUM, S.A. DE C.V.","AUTOPISTA MEXICO-QUERETARO KM 58.5","SAN MIGUEL JAGUEYES","54680","52623800","controlesvolumetricos@hidrosina.com.mx","17-Apr-96","S","S","S",19.5305939,-99.2217169
"MEXICO","HUEHUETOCA","E05894",109752,"SUPER SERVICIOS SAN JUAN, S.A. DE C.V.","AUTOPISTA MEXICO QUERETARO K.M. 58.5","SAN MIGUEL JAGUEYES ","54680","01-773-7331210","areli_narvaez@hotmail.com","8-May-01","S","S","S",19.5305939,-99.2217169
"MEXICO","HUEHUETOCA","E09778",113898,"GRUPO JIMMEX, S.A. DE C.V.","CARRETERA MEXICO-QUERETARO KM. 59+800","Barrio de San Miguel de los Jagueyes","54680","015939163047","msalazar_lmm@hotmail.com","27-May-09","S","S","S",20.5649233,-100.2448422
"MEXICO","HUEYPOXTLA","E07658",111778,"SERVICIOS EMPRESARIALES LOS ANGELES, S.A. DE C.V.","Av. Emiliano Zapata S/N","SANTA MARIA AJOLOAPAN","55679","59 99 12 46 08","servicios_empresariales_losangeles@hotmail. com","9-Jul-04","S","S","S",19.9772581,-99.0488165
"MEXICO","HUEYPOXTLA","E08749",112869,"CENTRO GASOLINERO HUEYPOXTLA, S.A. DE C.V.","AV. HIDALGO, S/N","Barrio Huicalco","55670","599 911 94 07","servicio_hueypoxtla@hotmail.com","31-Oct-07","S","N","S",19.8443424,-98.9883511
"MEXICO","HUIXQUILUCAN","E00245",108182,"ESTACION DE SERVICIO DOS RIOS, S.A. DE C.V.","AV. MEXICO NO. 45","Dos Rios","52783","82 84 04 24","hectorm20@hotmail.com","4-Aug-94","S","N","S",19.3514039,-99.3127456
"MEXICO","HUIXQUILUCAN","E04798",108152,"ADMINISTRADORA DE GASOLINERAS, SA DE CV","AV. PALO SOLO NO. 3515","Palo Solo","52778","50490431","serviciopalosolo@live.com.mx","17-Jun-97","S","S","N",19.4129272,-99.2708334
"MEXICO","HUIXQUILUCAN","E06155",110259,"SERVICIO LOMAS DE LAS PALMAS, SA DE CV","BOULEVARD INTERLOMAS NO. 22","Lomas Anahuac","52786","52906509/10/11","mcondel@prodigy.net.mx","21-Aug-01","S","S","N",19.4014768,-99.2743451
"MEXICO","HUIXQUILUCAN","E06312",110432,"ADMINISTRADORA DE GASOLINERAS INTERLOMAS, SA DE CV","BOULEVARD MAGNO CENTRO NO. 8","Bosques de las Palmas","52760","10196523","lalolig@hotmail.com","16-Jan-02","S","S","N",19.399735,-99.2710876
"MEXICO","HUIXQUILUCAN","E08656",112776,"INTEGRANTES DEL EJIDO DE SAN CRISTOBAL TEXCALUCAN, S.C. DE R.L.","Autopista Chamapa-La Venta Km. 27.3","EJIDO DE SAN CRISTOBAL TEXCALUCAN","52796","46247228","integrantes8656@hotmail.com","15-Feb-08","S","S","S",19.3945306,-99.2961513
"MEXICO","HUIXQUILUCAN","E10138",114258,"SERVICIO LA QUINTA RIA, S.A. DE C.V.","AV. JESUS DEL MONTE NO. 263","JESUS DEL MONTE","52764","53904023","jorgecores@meigascorp.com, laquintaria@meigascorp.","15-Apr-10","S","S","S",19.3838982,-99.2940855
"MEXICO","HUIXQUILUCAN","E12050",116170,"ESTACION DE SERVICIO UMBRIA, S.A. DE C.V.","AV. JESUS DEL MONTE NO.1","JESUS DEL MONTE","52764","55112186","gerardo@corpogas.com.mx","23-May-14","S","S","S",19.3704028,-99.2939556
"MEXICO","IXTAPALUCA","E02848",106947,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.","KM. 42+500 CARR. FEDERAL MEXICO-PUEBLA","RIO FRIO","56530","(776)762-4505","controlesvolumetricos@hidrosina.com.mx","18-Feb-98","S","S","S",19.350758,-98.6436439
"MEXICO","IXTAPALUCA","E02942",107911,"SERVICIO CUATRO VIENTOS VAZQUEZ S.A DE C.V.","CARRETERA MEXICO-PUEBLA KM. 31.200 ","Ixtapaluca","56530","015526069635","es2942@hotmail.com","21-Oct-98","S","S","S",19.3235392,-98.9583747
"MEXICO","IXTAPALUCA","E03504",107966,"SERVICIO SANTA BARBARA, SA DE CV","CARRETERA FEDERAL MEXICO-PUEBLA KM. 29.5","SANTA BARBARA","56530","59720532","ssb3504@gmail.com","27-Dec-94","S","S","S",19.3374537,-98.6782088
"MEXICO","IXTAPALUCA","E03931",107885,"GASO MEX AUTOPISTA 5 DE MAYO KM. 30.3, S.A. DE C.V.","CARRETERA AUTOPISTA MEXICO-PUEBLA KM. 30.3","ALFREO DEL MAZO","56530","17-09-78-34","gasolmex@prodigy.net.mx","14-Sep-92","S","S","S",18.9448215,-98.1619037
"MEXICO","IXTAPALUCA","E04072",107884,"GASOLMEX DISTRIBUIDOR DE PETROLIFEROS, S.A. DE C.V.","AUTOPISTA MEXICO PUEBLA KM. 29.5","ALFREDO DEL MAZO","56577","59751622","gasolmex@prodigy.net.mx","8-Aug-94","S","S","S",19.3137649,-98.9468034
"MEXICO","IXTAPALUCA","E05823",109611,"INMOBILIARIA CANUTILLO, S.A. DE C.V.","AV. CUAUHTEMOC NO. 1","Zoquiapan","56530","59724399","inmobiliariacanutillo_diana1@live.com.mx","20-Dec-00","S","S","S",19.3106502,-98.9088206
"MEXICO","IXTAPALUCA","E05961",109891,"SUPER SERVICIO EJECUTIVO, S.A. DE C.V.","AV. CUAUHTEMOC NO. 18 ESQ. PRIVADA PRIMAVERA","San Juan Tlalpizahuac","56618","52460229","eccababie@yahoo.com.mx; jp@grupogasoleo.com","14-Jun-01","S","S","N",19.3237995,-98.9528258
"MEXICO","IXTAPALUCA","E06035",110066,"SERVICIO LOMAS DE CHALCO, S.A. DE C.V.","CARRETERA MEXICO-CUAUTLA KM 3.87","JARDIN INDUSTRIAL","57530","58463181","faargrupo@hotmail.com","16-Aug-01","S","S","N",19.44415,-99.1167179
"MEXICO","IXTAPALUCA","E06122",110217,"SERVICIOS COMERCIALES LA ALIANZA, SA DE CV","AV. CUAUTHEMOC NO. 54","TLAPACOYA","56588","19-93-00-36","renedelrosariogomez@hotmail.com","14-Sep-01","S","S","N",19.2616333,-98.8987724
"MEXICO","IXTAPALUCA","E06598",110718,"INMOBILIARIA CANUTILLO, S.A. DE C.V.","AV. CUAUHTEMOC MZA. 1 LOTE 4","SANTA BARBARA ","56538","5972-5337","inmobiliariacanutillo.diana2@gmail.com","19-Aug-02","S","S","N",19.3149194,-98.8934945
"MEXICO","IXTAPALUCA","E06690",110810,"SERVICIO CASTELLANA, S.A. DE C.V.","AV. MORELOS NO. 11","SAN FRANCISCO ACUAUTLA","56580","59-42-59-10","castellana@meigascorp.com","3-Dec-02","S","S","S",19.3442752,-98.8551927
"MEXICO","IXTAPALUCA","E07248",111368,"GALAGAS, S.A. DE C.V.","AV. CUAUHTEMOC NO. 2000","Santa Barbara","56530","(55) 5972-3599","pepe@hoolmotors.com.mx","22-Dec-03","S","S","N",19.3143097,-98.8847764
"MEXICO","IXTAPALUCA","E07860",111980,"ADMINISTRADORA DE INMUEBLES IXTAPALUCA S.A. DE C.V","BOULEVARD SAN BUENA VENTURA ESQ. CAMINO A CANUTILLO","IXTAPALUCA","56530","57441512","aiixsa@prodigy.net.mx","9-Dec-04","S","S","N",19.3071581,-98.8777732
"MEXICO","IXTAPALUCA","E08177",112297,"INMOBILIARIA CANUTILLO, S.A. DE C.V.","BOULEVARD SAN BUENAVENTURA NO. 48","La Venta","56530","17225844","inmobiliaria.canutillo@prodigy.net.mx","19-Jul-05","S","S","N",19.3063175,-98.8818181
"MEXICO","IXTAPALUCA","E08718",112838,"IXTAPALGAS S.A. DE C.V.","CARRETERA FEDERAL MEXICO-CUAUTLA S/N   ","Ejidal Ixtapaluca","56530","2606-7333","sergiopprieto@hotmail.com","18-Jan-07","S","S","S",19.0375445,-98.8075906
"MEXICO","IXTAPALUCA","E10483",114603,"SERVICIO CUATRO VIENTOS VAZQUEZ, S.A. DE C.V.","AUTOPISTA MEXICO PUEBLA 36+600","IXTAPALUCA","56579","17 22 27 49","es10483@hotmail.com","11-Oct-10","S","S","S",19.3235392,-98.9583747
"MEXICO","IXTAPALUCA","E10679",114799,"GRUPO HONESTIDAD DEL SUR, S.A. DE C.V.","AUTOPISTA MEXICO-PUEBLA KM. 48.979","San Marcos Huixtoco","","(55)1019-0386","rosari1401@live.com.mx","12-Sep-11","S","S","S",19.334963,-98.5821544
"MEXICO","IXTAPALUCA","E10919",115039,"SERVICIO SAN FRANCISCO ACUAUTLA, S.A. DE C.V.","CARRETERA COATEPEC KM. 4.400","San Francisco Acuautla","56530","(55)5942-5572","islascp_mex@prodigy.net.mx","5-Aug-11","S","S","S",19.3497241,-98.8619935
"MEXICO","IXTAPALUCA","E11122",115242,"GRUPO ALVAGOMZ, S.A. DE C.V.","BOULEVARD CUAUHTEMOC NO. 51","Santa Cruz Tlapacoya","56577","59741935","alvagomz@hotmail.com,informacion.corp@gmail.com","4-Jun-12","S","S","S",19.3212666,-98.9100443
"MEXICO","IXTAPALUCA","E11599",115719,"SERVICIO CINTURON DE ORION, S.A. DE C.V.","BOULEVARD CUAUHTEMOC NO. 4421","PUEBLO DE AYOTLA","56560","26458619 - 41197750","@hotmail.com","28-Jun-13","S","S","S",19.3157724,-98.9362637
"MEXICO","IXTAPAN DE LA SAL","E08988",113108,"GASOLINERIA IXTAPAN, S.A. DE C.V.","BOULEVARD IXTAPAN-TONATICO NO.14","LOS CEDROS","51900","7221801263","manuel@bocgas.com.mx","4-Oct-07","S","S","S",19.3378222,-99.2466874
"MEXICO","IXTLAHUACA","E06713",110833,"BECERRIL IGLESIAS JOSE CRESCENCIANO","CARRT. IXTLAHUACA-JIQUIPILCO S/N","BARRIO DE SAN PEDRO","50740","","","27-Dec-02","S","S","S",19.5716506,-99.7553435
"MEXICO","IXTLAHUACA","E06766",110886,"DASS ENERGETICOS, S.A. DE C.V.","BLVD. GUSTAVO BAZ PRADA S/N","CENTRO","50740","01-712-283-38-01","dassenergeticos@hotmail.com","37701","S","S","S",19.1606944,-99.4822545
"MEXICO","IXTLAHUACA","E07740",111860,"SERVIGAS SAN FRANCISCO, SA DE CV.","CARRETERA IXTLAHUACA-JIQUIPILCO KM. 1","RANCHO LA ASUNCION","50740","(01-712)28-36523","merjai@prodigy.net.mx","23-Aug-04","S","S","S",19.2109509,-98.9084781
"MEXICO","IXTLAHUACA","E10040",114160,"SERVICIO IXTLAHUACA, S.A. DE C.V.","CARRETERA TOLUCA-ATLACOMULCO KM. 32","BARRIO SAN PEDRO","50740","0447222095981","manoloperez_corporativo@hotmail.com","15-Sep-09","S","S","S",19.2472508,-99.709719
"MEXICO","IXTLAHUACA","E10647",114767,"COMBUSTIBLES ANTES Y DESPUES, S.A. DE C.V.","AUTOPISTA TOLUCA ATLACOMULCO KM. 33","BARRIO DE SAN PEDRO","50740","712 283 12 58","combustiblesandes@hotmail.com","6-May-11","S","S","S",19.5716506,-99.7553435
"MEXICO","JALTENCO","E06724",110844,"IMPULSORA AUTOMOTRIZ LOMBANOS, S.A. DE C.V.","Vicente Guerrero Norte S/N","San Andres","55780","0155 49117646","impulsoralombanos@prodigy.net.mx","24-Jun-03","S","S","S",22.1599711,-100.9464303
"MEXICO","JALTENCO","E07129",111249,"INMUEBLES VENTA DE CARPIO, S.A. DE C.V.","ISLA, ESQ. AV. CANAL DE CASTERA LTE. 1 MAZ. 3 ","Alborada Jaltenco","55780","58-97-75-84","sjaltenco@lasuto.com","21-Aug-03","S","S","N",19.6628886,-99.068858
"MEXICO","JILOTEPEC","E00247",107775,"CIBERGAS, SA DE CV","AV. GUERRERO NO. 32","Centro","54240","01-7-7340065","mhoracio@mail.internet.com.mx","6-Oct-98","S","N","S",19.7118649,-98.4492594
"MEXICO","JILOTEPEC","E00252",107758,"GASRAPID, SA DE CV","CARRETERA JILOTEPEC-TOLUCA KM. 2","Jilotepec","54240","01-7-7340065","hmaldonado@mail.internet.com.mx","17-May-96","S","S","S",19.952089,-99.528557
"MEXICO","JILOTEPEC","E07929",112049,"CARMONA REYES JUAN","CARRETERA MEXICO QUERETARO KM. 108+400  S/N ","SAN MARTIN TUCHICUITLAPILCO","54240","","","13-Jan-05","S","S","S",20.5649233,-100.2448422
"MEXICO","JILOTEPEC","E11100",115220,"PETRO 107, S.A. DE C.V.","AUTOPISTA MEXICO QUERETARO KM. 107.5","SAN MARTIN TUCHICUITLAPILCO","54240","427 133 5958","dorisyr@yahoo.com","29-Jun-12","S","S","S",19.5305939,-99.2217169
"MEXICO","JIQUIPILCO","E03325",106597,"ORVI COMBUSTIBLES, SA DE CV","KM 5.7 CARRETERA IXTLAHUACA JIQUIPILCO","SANTA CRUZ TEPEXPAN","50820","722 2707030 2707031","orviarza@prodigy.net.mx","29-Oct-92","S","S","S",19.5736613,-99.6912245
"MEXICO","JIQUIPILCO","E05397",108798,"JESUS AGUILAR HERNANDEZ","CALLE PRINCIPAL S/N","LOC. SAN FELIPE SANTIAGO","50815","","","26-Aug-99","S","N","S",19.3876387,-100.1015219
"MEXICO","JOCOTITLAN","E00943",106631,"ESTACION DE SERVICIO JOCO, S.A. DE C.V.","CARRETERA PANAMERICANA KM.49.5",".","50000","712 1210277","serviciojoco@hotmail.com","15-Feb-95","S","S","S",19.3059594,-99.1746043
"MEXICO","JOCOTITLAN","E11559",115679,"SERVICIO BOULEVARD BICENTENARIO, S.A. DE C.V.","BOULEVARD BICENTENARIO VICENTE GUERRERO S/N","CENTRO","50170","7223497517  cel","grupovazquez2010@hotmail.com","7-Feb-13","S","S","S",20.0775405,-98.3775718
"MEXICO","JOQUICINGO","E06715",110835,"POBLETTE POBLETTE HUGO FACUNDO","LAZARO CARDENAS S/N","SAN PEDRO TECHUCHULCO","52371","","","14-Aug-03","S","S","S",19.1153031,-99.5382013
"MEXICO","LA PAZ","E00171",107952,"ESTACION DE SERVICIO Y GASOLINERA LOS REYES, S DE RL DE CV","CARRETERA FEDERAL MEXICO-PUEBLA KM.17.2  ","Los Reyes","56400","5-855-00-38","pacocalle@yahoo.com","29-Aug-94","S","S","S",19.3555,-98.980274
"MEXICO","LA PAZ","E03847",107864,"SERVICIO TREN, S.A. DE C.V.","CARRETERA MEXICO-TEXCOCO KM. 19.4","LOS REYES","56400","58-56-06-55","tren@meigascorp.com","24-Jun-94","S","S","S",19.3724976,-99.0000141
"MEXICO","LA PAZ","E04770",107909,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","CARRETERA FEDERAL MEXICO-PUEBLA KM. 18","LOS REYES","56400","5262 38 00","vruiz@hidrosina.com.mx","27-May-97","S","S","S",19.3555,-98.980274
"MEXICO","LA PAZ","E05422",108832,"MARCOFAN, S.A. DE C.V.","CARRETERA FEDERAL MEXICO-PUEBLA KM. 20.5","Los Reyes Acaquilpan","56400","58553690","gmarcofan@hotmail.com","12-Jul-99","S","S","S",19.3549246,-98.978582
"MEXICO","LA PAZ","E06249",110369,"LEIRA, SA DE CV","CARRETERA FEDERAL MEXICO-TEXCOCO KM. 22+300","La Magdalena Atlicpac","56525","26137332 y 19880135","ggabian2001@hotmail.com","14-Dec-01","S","S","S",19.3697305,-98.9472076
"MEXICO","LA PAZ","E06563",110683,"GRUPO EMPRESARIAL AO, S.A. DE C.V.","CARRETERA FEDERAL MEXICO-PUEBLA KM. 19.800","Los Reyes Acaquilpan","56400","58-55-02-41","geao98@yahoo.com.mx","3-Jan-03","S","S","S",19.3511425,-98.9715844
"MEXICO","LA PAZ","E07854",111974,"OPERADORA GASOIL, S.A. DE C.V.","CARRETERA MEXICO-TEXCOCO KM. 24","MAGDALENA ATLIPAC","56525","26-32-83-24","israel.contreras@opgasoil.com.mx","8-Feb-05","S","S","S",19.3697305,-98.9472076
"MEXICO","LA PAZ","E08388",112508,"SERVICIO VALLE DE MEXICO SA DE CV","AUTOPISTA MEXICO PUEBLA KM 17.500","EL RINCON","56400","57-97-81-43","servinez@hotmail.com","38811","S","S","S",19.334963,-98.5821544
"MEXICO","LA PAZ","E10868",114988,"PAL COMBUSTIBLES, S.A. DE C.V.","CARRETERA MEXICO-TEXCOCO KM. 24","La Magdalena Atlicpac","56525","24749848","sergiopprieto@hotmail.com","40865","S","S","S",19.3697305,-98.9472076
"MEXICO","LA PAZ","E11061",115181,"ROCIO DEL CARMEN GONZALEZ SANCHEZ","Av. Texcoco No. 48","Floresta","56420","","","29-Feb-12","S","S","N",19.3701611,-98.9698228
"MEXICO","LA PAZ","E11413",115533,"SERVICIO GRAMAR, S.A. DE C.V.","AV. RIO BRAVO NO. 6-A LOTE 41-1","EL SALADO","56524","59216442","noeg7@yahoo.com","23-Apr-13","S","S","S",19.3699106,-98.9590375
"MEXICO","LA PAZ","E11965",116085,"SERVICIO GRACIEL, S.A. DE C.V.","CALLE NUEVE NO.86,MZ.74,LOTE 26","VALLE DE LOS REYES","56430","19949584","noemg7@yahoo.com","28-May-14","S","S","N",19.3727836,-98.9295555
"MEXICO","LA PAZ","E12189",116309,"SERVICIO CUATRO VIENTOS VAZQUEZ, S.A. DE C.V.","AVENIDA HIDALGO # 27","SAN SEBASTIAN CHIMALPA","56520","22317420","gatvi73@hotmail.com","","S","S","S",19.4174862,-98.9696709
"MEXICO","LA PAZ","E12262",116382,"SERVICIO EL ONCE, S.A. DE C.V.","CARRETERA FEDERAL MEXICO-TEXCOCO KM. 21.5","TECAMACHALCO",".","26296470","mramirez@selonce.com.mx","","N","N","N",19.3582813,-98.954926
